Date,Close
1/1/2013 23:58:00,30.536
1/2/2013 23:58:00,30.314
1/3/2013 23:58:00,30.392
1/4/2013 23:58:00,30.462
1/5/2013 23:58:00,29.75
1/6/2013 23:58:00,29.748
1/7/2013 23:58:00,30.413
1/8/2013 23:58:00,30.408
1/9/2013 23:58:00,30.365
1/10/2013 23:58:00,30.231
1/11/2013 23:58:00,30.255
1/12/2013 23:58:00,29.455
1/13/2013 23:58:00,29.42
1/14/2013 23:58:00,30.219
1/15/2013 23:58:00,29.911
1/16/2013 23:58:00,29.791
1/17/2013 23:58:00,29.753
1/18/2013 23:58:00,29.756
1/19/2013 23:58:00,29.214
1/20/2013 23:58:00,29.218
1/21/2013 23:58:00,29.739
1/22/2013 23:58:00,29.709
1/23/2013 23:58:00,29.783
1/24/2013 23:58:00,29.794
1/25/2013 23:58:00,29.904
1/26/2013 23:58:00,29.259
1/27/2013 23:58:00,29.244
1/28/2013 23:58:00,29.882
1/29/2013 23:58:00,29.76
1/30/2013 23:58:00,29.74
1/31/2013 23:58:00,29.831
2/1/2013 23:58:00,29.758
2/2/2013 23:58:00,29.758
2/3/2013 23:58:00,29.179
2/4/2013 23:58:00,29.75
2/5/2013 23:58:00,29.747
2/6/2013 23:58:00,29.766
2/7/2013 23:58:00,29.769
2/8/2013 23:58:00,29.778
2/9/2013 23:58:00,29.282
2/10/2013 23:58:00,29.278
2/11/2013 23:58:00,29.825
2/12/2013 23:58:00,29.784
2/13/2013 23:58:00,29.824
2/14/2013 23:58:00,29.826
2/15/2013 23:58:00,29.853
2/16/2013 23:58:00,29.184
2/17/2013 23:58:00,29.234
2/18/2013 23:58:00,29.869
2/19/2013 23:58:00,29.842
2/20/2013 23:58:00,29.807
2/21/2013 23:58:00,29.8
2/22/2013 23:58:00,29.785
2/23/2013 23:58:00,29.18
2/24/2013 23:58:00,29.167
2/25/2013 23:58:00,29.851
2/26/2013 23:58:00,29.792
2/27/2013 23:58:00,29.789
2/28/2013 23:58:00,29.765
3/1/2013 23:58:00,29.738
3/2/2013 23:58:00,29.753
3/3/2013 23:58:00,29.725
3/4/2013 23:58:00,29.806
3/5/2013 23:58:00,29.738
3/6/2013 23:58:00,29.773
3/7/2013 23:58:00,29.687
3/8/2013 23:58:00,29.689
3/9/2013 23:58:00,29.293
3/10/2013 23:58:00,29.329
3/11/2013 23:58:00,29.694
3/12/2013 23:58:00,29.543
3/13/2013 23:58:00,29.613
3/14/2013 23:58:00,29.6
3/15/2013 23:58:00,29.509
3/16/2013 23:58:00,28.896
3/17/2013 23:58:00,29.288
3/18/2013 23:58:00,29.487
3/19/2013 23:58:00,29.221
3/20/2013 23:58:00,29.098
3/21/2013 23:58:00,29.155
3/22/2013 23:58:00,29.26
3/23/2013 23:58:00,28.58
3/24/2013 23:58:00,28.489
3/25/2013 23:58:00,29.258
3/26/2013 23:58:00,29.297
3/27/2013 23:58:00,29.267
3/28/2013 23:58:00,29.28
3/29/2013 23:58:00,29.273
3/30/2013 23:58:00,28.64
3/31/2013 23:58:00,28.677
4/1/2013 23:58:00,28.587
4/2/2013 23:58:00,29.402
4/3/2013 23:58:00,29.325
4/4/2013 23:58:00,29.299
4/5/2013 23:58:00,29.403
4/6/2013 23:58:00,29.403
4/7/2013 23:58:00,28.513
4/8/2013 23:58:00,29.208
4/9/2013 23:58:00,28.912
4/10/2013 23:58:00,29.035
4/11/2013 23:58:00,29.015
4/12/2013 23:58:00,29.049
4/13/2013 23:58:00,28.284
4/14/2013 23:58:00,29.047
4/15/2013 23:58:00,29.096
4/16/2013 23:58:00,28.919
4/17/2013 23:58:00,28.82
4/18/2013 23:58:00,28.405
4/19/2013 23:58:00,28.577
4/20/2013 23:58:00,28.581
4/21/2013 23:58:00,28.052
4/22/2013 23:58:00,28.671
4/23/2013 23:58:00,28.776
4/24/2013 23:58:00,28.906
4/25/2013 23:58:00,29.151
4/26/2013 23:58:00,29.213
4/27/2013 23:58:00,28.632
4/28/2013 23:58:00,28.627
4/29/2013 23:58:00,29.235
4/30/2013 23:58:00,29.278
5/1/2013 23:58:00,29.31
5/2/2013 23:58:00,29.441
5/3/2013 23:58:00,29.676
5/4/2013 23:58:00,28.974
5/5/2013 23:58:00,28.984
5/6/2013 23:58:00,29.565
5/7/2013 23:58:00,29.565
5/8/2013 23:58:00,28.675
5/9/2013 23:58:00,29.477
5/10/2013 23:58:00,29.758
5/11/2013 23:58:00,29.12
5/12/2013 23:58:00,29.175
5/13/2013 23:58:00,29.644
5/14/2013 23:58:00,29.641
5/15/2013 23:58:00,29.739
5/16/2013 23:58:00,29.698
5/17/2013 23:58:00,29.814
5/18/2013 23:58:00,29.808
5/19/2013 23:58:00,29.811
5/20/2013 23:58:00,29.788
5/21/2013 23:58:00,29.752
5/22/2013 23:58:00,29.881
5/23/2013 23:58:00,29.892
5/24/2013 23:58:00,29.949
5/25/2013 23:58:00,29.369
5/26/2013 23:58:00,29.347
5/27/2013 23:58:00,29.847
5/28/2013 23:58:00,30.021
5/29/2013 23:58:00,30.15
5/30/2013 23:58:00,30.099
5/31/2013 23:58:00,30.378
6/1/2013 23:58:00,30.378
6/2/2013 23:58:00,29.675
6/3/2013 23:58:00,30.372
6/4/2013 23:58:00,30.435
6/5/2013 23:58:00,30.53
6/6/2013 23:58:00,30.542
6/7/2013 23:58:00,30.617
6/8/2013 23:58:00,30.07
6/9/2013 23:58:00,30.106
6/10/2013 23:58:00,30.765
6/11/2013 23:58:00,30.936
6/12/2013 23:58:00,30.942
6/13/2013 23:58:00,30.699
6/14/2013 23:58:00,30.552
6/15/2013 23:58:00,29.909
6/16/2013 23:58:00,30.548
6/17/2013 23:58:00,30.649
6/18/2013 23:58:00,30.857
6/19/2013 23:58:00,30.995
6/20/2013 23:58:00,31.145
6/21/2013 23:58:00,31.118
6/22/2013 23:58:00,30.702
6/23/2013 23:58:00,31.152
6/24/2013 23:58:00,31.036
6/25/2013 23:58:00,31.021
6/26/2013 23:58:00,31.082
6/27/2013 23:58:00,31.11
6/28/2013 23:58:00,31.044
6/29/2013 23:58:00,30.527
6/30/2013 23:58:00,30.524
7/1/2013 23:58:00,30.91
7/2/2013 23:58:00,30.97
7/3/2013 23:58:00,31.028
7/4/2013 23:58:00,31.046
7/5/2013 23:58:00,31.267
7/6/2013 23:58:00,31.257
7/7/2013 23:58:00,30.641
7/8/2013 23:58:00,31.394
7/9/2013 23:58:00,31.226
7/10/2013 23:58:00,31.083
7/11/2013 23:58:00,31.092
7/12/2013 23:58:00,31.117
7/13/2013 23:58:00,31.116
7/14/2013 23:58:00,30.521
7/15/2013 23:58:00,31.088
7/16/2013 23:58:00,31.019
7/17/2013 23:58:00,30.959
7/18/2013 23:58:00,30.994
7/19/2013 23:58:00,31.012
7/20/2013 23:58:00,30.369
7/21/2013 23:58:00,30.366
7/22/2013 23:58:00,30.905
7/23/2013 23:58:00,30.9
7/24/2013 23:58:00,30.991
7/25/2013 23:58:00,30.985
7/26/2013 23:58:00,31.12
7/27/2013 23:58:00,30.499
7/28/2013 23:58:00,30.485
7/29/2013 23:58:00,31.158
