Date,Close
1/1/2013 23:58:00,6.2376
1/2/2013 23:58:00,6.2332
1/3/2013 23:58:00,6.2325
1/4/2013 23:58:00,6.2306
1/5/2013 23:58:00,6.2304
1/6/2013 23:58:00,6.2305
1/7/2013 23:58:00,6.2298
1/8/2013 23:58:00,6.2241
1/9/2013 23:58:00,6.2252
1/10/2013 23:58:00,6.2246
1/11/2013 23:58:00,6.2158
1/12/2013 23:58:00,6.2158
1/13/2013 23:58:00,6.2162
1/14/2013 23:58:00,6.2223
1/15/2013 23:58:00,6.2134
1/16/2013 23:58:00,6.2195
1/17/2013 23:58:00,6.2183
1/18/2013 23:58:00,6.2054
1/19/2013 23:58:00,6.2054
1/21/2013 23:58:00,6.2207
1/22/2013 23:58:00,6.2226
1/23/2013 23:58:00,6.2216
1/24/2013 23:58:00,6.2193
1/25/2013 23:58:00,6.2216
1/26/2013 23:58:00,6.2194
1/27/2013 23:58:00,6.2195
1/28/2013 23:58:00,6.2235
1/29/2013 23:58:00,6.2258
1/30/2013 23:58:00,6.2195
1/31/2013 23:58:00,6.2178
2/1/2013 23:58:00,6.2306
2/2/2013 23:58:00,6.2306
2/3/2013 23:58:00,6.2304
2/4/2013 23:58:00,6.2298
2/5/2013 23:58:00,6.2279
2/6/2013 23:58:00,6.2294
2/7/2013 23:58:00,6.2327
2/8/2013 23:58:00,6.2307
2/9/2013 23:58:00,6.2308
2/10/2013 23:58:00,6.2531
2/11/2013 23:58:00,6.2325
2/12/2013 23:58:00,6.2324
2/13/2013 23:58:00,6.2327
2/14/2013 23:58:00,6.2321
2/15/2013 23:58:00,6.2306
2/16/2013 23:58:00,6.2302
2/17/2013 23:58:00,6.2221
2/18/2013 23:58:00,6.2428
2/19/2013 23:58:00,6.2435
2/20/2013 23:58:00,6.2377
2/21/2013 23:58:00,6.2395
2/22/2013 23:58:00,6.2251
2/23/2013 23:58:00,6.2341
2/24/2013 23:58:00,6.234
2/25/2013 23:58:00,6.2332
2/26/2013 23:58:00,6.2286
2/27/2013 23:58:00,6.2263
2/28/2013 23:58:00,6.2218
3/1/2013 23:58:00,6.2219
3/2/2013 23:58:00,6.2216
3/3/2013 23:58:00,6.2204
3/4/2013 23:58:00,6.2228
3/5/2013 23:58:00,6.2217
3/6/2013 23:58:00,6.2188
3/7/2013 23:58:00,6.2192
3/8/2013 23:58:00,6.214
3/9/2013 23:58:00,6.2141
3/10/2013 23:58:00,6.2703
3/11/2013 23:58:00,6.2218
3/12/2013 23:58:00,6.2141
3/13/2013 23:58:00,6.2128
3/14/2013 23:58:00,6.214
3/15/2013 23:58:00,6.2127
3/16/2013 23:58:00,6.2127
3/17/2013 23:58:00,6.2832
3/18/2013 23:58:00,6.2145
3/19/2013 23:58:00,6.2144
3/20/2013 23:58:00,6.209
3/21/2013 23:58:00,6.2127
3/22/2013 23:58:00,6.211
3/23/2013 23:58:00,6.2022
3/24/2013 23:58:00,6.1968
3/25/2013 23:58:00,6.2105
3/26/2013 23:58:00,6.2118
3/27/2013 23:58:00,6.2147
3/28/2013 23:58:00,6.2136
3/29/2013 23:58:00,6.2104
3/30/2013 23:58:00,6.2045
3/31/2013 23:58:00,6.2178
4/1/2013 23:58:00,6.1966
4/2/2013 23:58:00,6.1981
4/3/2013 23:58:00,6.2004
4/4/2013 23:58:00,6.2019
4/5/2013 23:58:00,6.2021
4/6/2013 23:58:00,6.204243
4/7/2013 23:58:00,6.164
4/8/2013 23:58:00,6.2017
4/9/2013 23:58:00,6.202
4/10/2013 23:58:00,6.1938
4/11/2013 23:58:00,6.1949
4/12/2013 23:58:00,6.192
4/13/2013 23:58:00,6.1918
4/14/2013 23:58:00,6.192
4/15/2013 23:58:00,6.1866
4/16/2013 23:58:00,6.1854
4/17/2013 23:58:00,6.174
4/18/2013 23:58:00,6.2103
4/19/2013 23:58:00,6.18
4/20/2013 23:58:00,6.18
4/21/2013 23:58:00,6.1899
4/22/2013 23:58:00,6.1814
4/23/2013 23:58:00,6.179
4/24/2013 23:58:00,6.1786
4/25/2013 23:58:00,6.1716
4/26/2013 23:58:00,6.1634
4/27/2013 23:58:00,6.1632
4/28/2013 23:58:00,6.1558
4/29/2013 23:58:00,6.155
4/30/2013 23:58:00,6.1645
5/1/2013 23:58:00,6.1641
5/2/2013 23:58:00,6.1571
5/3/2013 23:58:00,6.1544
5/4/2013 23:58:00,6.1544
5/5/2013 23:58:00,6.1584
5/6/2013 23:58:00,6.1662
5/7/2013 23:58:00,6.1553
5/8/2013 23:58:00,6.1255
5/9/2013 23:58:00,6.131
5/10/2013 23:58:00,6.14
5/11/2013 23:58:00,6.1317
5/12/2013 23:58:00,6.1559
5/13/2013 23:58:00,6.1366
5/14/2013 23:58:00,6.1328
5/15/2013 23:58:00,6.1359
5/16/2013 23:58:00,6.139
5/17/2013 23:58:00,6.1313
5/18/2013 23:58:00,6.1313
5/19/2013 23:58:00,6.1313
5/20/2013 23:58:00,6.1289
5/21/2013 23:58:00,6.1256
5/22/2013 23:58:00,6.1211
5/23/2013 23:58:00,6.124
5/24/2013 23:58:00,6.1216
5/25/2013 23:58:00,6.1216
5/26/2013 23:58:00,6.1386
5/27/2013 23:58:00,6.1112
5/28/2013 23:58:00,6.1115
5/29/2013 23:58:00,6.1167
5/30/2013 23:58:00,6.1209
5/31/2013 23:58:00,6.1248
6/1/2013 23:58:00,6.1344
6/2/2013 23:58:00,6.1248
6/3/2013 23:58:00,6.1217
6/4/2013 23:58:00,6.1187
6/5/2013 23:58:00,6.1178
6/6/2013 23:58:00,6.1262
6/7/2013 23:58:00,6.1235
6/8/2013 23:58:00,6.1235
6/9/2013 23:58:00,6.1235
6/10/2013 23:58:00,6.1235
6/11/2013 23:58:00,6.1235
6/12/2013 23:58:00,6.1235
6/13/2013 23:58:00,6.1244
6/14/2013 23:58:00,6.1208
6/15/2013 23:58:00,6.1208
6/16/2013 23:58:00,6.1208
6/17/2013 23:58:00,6.115
6/18/2013 23:58:00,6.1185
6/19/2013 23:58:00,6.1169
6/20/2013 23:58:00,6.1182
6/21/2013 23:58:00,6.1234
6/22/2013 23:58:00,6.1234
6/23/2013 23:58:00,6.1234
