Date,Price,Open,High,Low,Change %
10/16/2023,114.73,114,115.5,113.51,0.33%
10/13/2023,114.35,112.61,114.97,112.47,4.34%
10/12/2023,109.59,112.04,112.33,108.98,-2.22%
10/11/2023,112.08,111.53,112.1,110.5,2.03%
10/10/2023,109.85,109.47,110.15,108.82,0.84%
10/9/2023,108.94,108.67,109.32,108.18,2.14%
10/6/2023,106.66,104.71,107.39,104.27,2.19%
10/5/2023,104.37,103.05,104.37,102.77,1.03%
10/4/2023,103.31,104.12,104.31,102.44,-0.87%
10/3/2023,104.22,102.98,104.82,102.39,0.67%
10/2/2023,103.53,105.86,105.86,102.99,-3.68%
09/29/2023,107.48,109.59,109.93,106.5,-0.35%
09/28/2023,107.86,107.16,107.91,106.38,0.63%
09/27/2023,107.19,109.38,109.49,106.12,-2.60%
09/26/2023,110.05,112.56,112.57,110.03,-2.96%
09/25/2023,113.41,113.91,114.01,112.28,-1.02%
09/22/2023,114.58,116.28,116.95,114.52,-0.44%
09/21/2023,115.09,115.47,116.33,114.67,-2.51%
09/20/2023,118.05,117.32,119.65,117.26,0.95%
09/19/2023,116.94,119.17,119.19,116.68,-1.67%
09/18/2023,118.93,118.8,119.36,117.68,0.22%
09/15/2023,118.67,117.46,119.34,117.46,1.97%
09/14/2023,116.38,114.91,117.27,114.89,1.48%
09/13/2023,114.68,115.1,115.69,114.34,-0.28%
9/12/2023,115,114.01,116.06,114.01,0.10%
9/11/2023,114.88,114.44,115.75,114.38,1.52%
9/8/2023,113.16,113.25,115.03,113.09,-0.04%
9/7/2023,113.2,113.59,113.59,112.79,-0.75%
9/6/2023,114.05,113.67,115.09,113.32,-0.31%
9/5/2023,114.4,116.13,116.99,114.12,-2.54%
9/1/2023,117.38,119.4,120.27,117.35,-0.41%
08/31/2023,117.86,119.01,119.19,117.22,-1.12%
08/30/2023,119.19,120.17,120.87,118.67,0.00%
08/29/2023,119.19,116.86,119.23,116.34,1.74%
08/28/2023,117.15,114.76,117.52,114.71,2.40%
08/25/2023,114.4,115.62,116.16,113.15,-1.06%
08/24/2023,115.62,115.59,116.9,114.45,-0.62%
08/23/2023,116.34,113.8,116.93,113.73,3.13%
08/22/2023,112.81,112.37,112.86,111.27,0.75%
08/21/2023,111.97,111.71,112.24,110.6,0.26%
08/18/2023,111.68,111.85,111.92,110.94,-0.61%
08/17/2023,112.36,113.37,113.78,111.94,-0.50%
08/16/2023,112.92,113.98,114.32,112.79,-1.29%
08/15/2023,114.4,117.01,117.2,114.09,-2.72%
08/14/2023,117.6,117.91,118.15,116.37,-1.41%
8/11/2023,119.28,117.56,119.31,117.34,1.02%
8/10/2023,118.08,118.92,119.61,117.38,0.16%
8/9/2023,117.89,118.65,118.95,117.39,-0.43%
8/8/2023,118.4,117.2,118.62,116.11,-0.29%
8/7/2023,118.75,119.33,119.52,117.94,-0.74%
8/4/2023,119.63,119.29,120.77,119.08,1.00%
8/3/2023,118.45,118.52,119.76,117.95,-0.52%
8/2/2023,119.07,121.9,121.95,118.62,-2.85%
8/1/2023,122.56,123.74,124.43,122.48,-3.54%
07/31/2023,127.06,124.85,128,124.8,2.25%
07/28/2023,124.27,124.01,124.58,123.19,1.18%
07/27/2023,122.82,126.95,126.98,122.8,-3.78%
07/26/2023,127.64,127.86,128.13,126.45,-0.42%
07/25/2023,128.18,126.65,128.65,126.62,1.48%
07/24/2023,126.31,126.33,126.93,125.08,-0.13%
07/21/2023,126.48,126.07,126.9,125.89,-0.18%
07/20/2023,126.71,129.46,129.76,126.67,-2.34%
07/19/2023,129.74,129.58,130.05,129.05,0.07%
07/18/2023,129.65,128.47,130.77,127.91,1.88%
07/17/2023,127.26,126.42,127.59,125.28,0.09%
07/14/2023,127.15,128.09,128.88,127.15,-0.73%
07/13/2023,128.08,127.95,128.52,127.56,0.87%
7/12/2023,126.98,122.59,127.35,122.58,5.26%
7/11/2023,120.63,120.32,121.26,119.83,0.83%
7/10/2023,119.64,116.54,119.86,116.4,2.16%
7/7/2023,117.11,116.46,118.34,116.36,1.24%
7/6/2023,115.68,117.69,117.77,115.03,-2.46%
7/5/2023,118.6,121.77,121.77,118.56,-2.76%
7/3/2023,121.97,120.59,122.4,120.53,1.62%
06/30/2023,120.03,118.37,120.06,117.9,1.72%
06/29/2023,118,115.46,118.07,115.24,1.18%
06/28/2023,116.62,117.56,117.91,116.25,-1.48%
06/27/2023,118.37,119.67,120.07,117.26,-0.91%
06/26/2023,119.46,118.93,120.4,118.13,0.97%
06/23/2023,118.31,119.5,120.37,117.99,-0.54%
06/22/2023,118.95,117.98,119.01,117.63,-0.27%
06/21/2023,119.27,118.95,119.81,117.66,-0.30%
06/20/2023,119.63,122.23,122.3,119.51,-3.72%
06/16/2023,124.25,123.48,125.46,122.73,0.89%
06/15/2023,123.16,122.88,123.41,121.7,-0.11%
06/14/2023,123.3,125.1,125.47,122.3,-0.24%
06/13/2023,123.6,124.83,126.08,123.25,-0.24%
6/12/2023,123.9,123.25,124.08,122.33,0.01%
6/9/2023,123.89,125.07,125.28,123.68,-1.28%
6/8/2023,125.49,125.49,126.78,124.99,1.17%
6/7/2023,124.04,126.16,128.24,123.63,-1.35%
6/6/2023,125.74,125.19,125.77,124.32,0.34%
6/5/2023,125.31,124.76,125.97,124.34,-0.02%
6/2/2023,125.34,127.14,127.79,124.42,-0.84%
6/1/2023,126.4,123.03,127.54,123.03,3.28%
05/31/2023,122.39,120.43,123.41,120.4,1.55%
05/30/2023,120.52,122.08,122.11,119.95,-0.98%
05/26/2023,121.71,122.64,123.01,120.9,0.49%
05/25/2023,121.12,122.24,122.49,120.75,-2.04%
05/24/2023,123.64,126.82,126.82,123.33,-2.55%
05/23/2023,126.87,126.35,127.48,125.77,-0.49%
05/22/2023,127.49,127.65,128.44,127.48,-0.27%
05/19/2023,127.84,127.74,129.44,126.61,0.42%
05/18/2023,127.3,128.09,128.13,125.66,-2.27%
05/17/2023,130.26,130.53,130.9,129.17,-0.66%
05/16/2023,131.13,133.59,134.36,130.52,-2.64%
05/15/2023,134.68,134.11,135.42,133.89,0.87%
5/12/2023,133.52,132.84,134.17,132.49,0.04%
5/11/2023,133.46,136.88,137.62,133.4,-3.92%
5/10/2023,138.91,140.28,140.38,137.14,-0.82%
5/9/2023,140.06,139.71,140.83,139.33,-0.06%
5/8/2023,140.15,141.24,142.05,139.58,-0.31%
5/5/2023,140.59,138.36,141.32,137.21,-0.37%
5/4/2023,141.11,139.39,143.16,139.38,2.37%
5/3/2023,137.84,137.41,139.12,136.98,0.19%
5/2/2023,137.58,133.12,137.61,132.42,3.17%
5/1/2023,133.35,135.67,136.78,133.32,-0.47%
04/28/2023,133.98,134.49,135.09,133.26,-0.46%
04/27/2023,134.6,132.03,134.6,131.95,1.15%
04/26/2023,133.07,134.44,135.81,132.74,-1.02%
04/25/2023,134.44,134.3,134.76,132.35,-0.39%
04/24/2023,134.97,134.17,135.22,133.19,0.57%
04/21/2023,134.21,134.79,135.52,132.78,-1.27%
04/20/2023,135.94,136.84,137.86,135.71,-0.11%
04/19/2023,136.09,136.73,137.53,135.8,-2.04%
04/18/2023,138.92,138.81,141.23,138.35,0.48%
04/17/2023,138.26,140.37,140.45,137.57,-2.32%
04/14/2023,141.54,142.14,143.04,138.79,-1.96%
04/13/2023,144.37,142.87,145.15,142.76,2.90%
4/12/2023,140.3,141.01,141.36,138.81,0.91%
4/11/2023,139.04,138.48,140.76,138.26,1.22%
4/10/2023,137.36,136.87,137.48,136.05,-0.96%
4/6/2023,138.69,137.11,138.71,135.97,0.35%
4/5/2023,138.2,139.4,139.82,136.39,0.12%
4/4/2023,138.03,133.71,138.45,133.02,3.22%
4/3/2023,133.72,131.59,134.6,131.01,1.73%
03/31/2023,131.44,131.85,132.6,130.33,-0.43%
03/30/2023,132.01,131.25,132.13,130.54,1.55%
03/29/2023,130,129.38,131.31,129.16,-0.23%
03/28/2023,130.3,127.8,130.37,126.89,2.36%
03/27/2023,127.29,124.55,127.32,124.22,0.20%
03/24/2023,127.03,126.46,127.82,124.98,1.15%
03/23/2023,125.59,124.41,127.15,123.89,1.89%
03/22/2023,123.26,121.87,125.56,121.48,1.45%
03/21/2023,121.5,123.79,123.8,120.25,-3.32%
03/20/2023,125.67,125.34,126.04,124.51,1.46%
03/17/2023,123.86,119.43,125.14,119.06,4.82%
03/16/2023,118.16,118.46,118.49,115.61,-0.34%
03/15/2023,118.56,120.38,120.69,117.24,-0.46%
03/14/2023,119.11,117.71,119.61,117.27,0.99%
03/13/2023,117.94,114.21,118.95,114.21,5.69%
3/10/2023,111.59,112.29,114.84,111.34,0.96%
3/9/2023,110.53,112.01,113.18,110.09,-0.65%
3/8/2023,111.25,112.01,113.42,110.6,-0.39%
3/7/2023,111.69,115.38,115.52,111.13,-4.37%
3/6/2023,116.79,118.12,118.52,116.22,-1.77%
3/3/2023,118.9,118.08,118.95,117.1,1.67%
3/2/2023,116.95,115.99,116.96,115.53,0.01%
3/1/2023,116.94,115.45,117.53,115.15,2.83%
02/28/2023,113.72,112.57,114.8,111.86,0.86%
02/27/2023,112.75,112.3,113.37,112.04,0.81%
02/24/2023,111.84,111.17,111.84,110.36,-0.91%
02/23/2023,112.87,113.94,114.45,112.13,-1.11%
02/22/2023,114.14,115.58,115.58,113.33,-1.91%
02/21/2023,116.36,117.11,118.06,115.72,-1.09%
02/17/2023,117.64,117.31,117.86,115.41,-1.38%
02/16/2023,119.29,118.23,120.29,116.75,-0.02%
02/15/2023,119.31,120.29,120.29,118.03,-2.87%
02/14/2023,122.83,121.55,123.48,120.57,0.18%
02/13/2023,122.61,122.56,123.35,121.47,-0.67%
2/10/2023,123.44,123.95,124.4,122.35,-0.56%
2/9/2023,124.13,128.11,128.64,123.64,-2.00%
2/8/2023,126.66,127.9,128.12,126.27,-0.78%
2/7/2023,127.66,126.58,128.96,125.74,1.16%
2/6/2023,126.2,126.56,126.68,125.23,-1.10%
2/3/2023,127.6,129.15,130.51,127.1,-3.76%
2/2/2023,132.59,136.66,137,131.33,-2.58%
2/1/2023,136.1,132.98,137.16,131.98,1.94%
01/31/2023,133.51,131.92,133.61,131.66,0.49%
01/30/2023,132.86,134.17,134.89,132.86,-1.43%
01/27/2023,134.79,135.65,136.16,134.12,-1.53%
01/26/2023,136.89,138.76,138.87,135.46,-1.63%
01/25/2023,139.16,135.51,139.37,135.5,1.91%
01/24/2023,136.55,135.48,136.87,133.38,0.77%
01/23/2023,135.5,134.23,135.57,132.82,-0.13%
01/20/2023,135.67,132.79,135.72,131.84,1.56%
01/19/2023,133.59,131.4,134.33,130.71,1.85%
01/18/2023,131.16,134.21,135.19,131.16,-0.82%
01/17/2023,132.25,135.27,135.46,131.75,-3.26%
01/13/2023,136.7,135.34,137.19,135.1,1.18%
1/12/2023,135.1,135.13,135.81,132.88,1.52%
1/11/2023,133.08,134.7,134.88,131.81,-0.65%
1/10/2023,133.95,132.03,134.11,131.04,1.99%
1/9/2023,131.33,133.38,133.91,131.22,-0.54%
1/6/2023,132.04,130.9,132.98,129.17,2.44%
1/5/2023,128.9,127.28,128.94,126.22,-0.61%
1/4/2023,129.69,126.38,130.12,126.27,4.43%
1/3/2023,124.19,122.6,126.53,122.49,2.76%
12/30/2022,120.86,121.49,121.83,119.89,-0.62%
12/29/2022,121.62,122.21,123.16,121.36,0.45%
12/28/2022,121.07,123.76,123.97,120.68,-3.03%
12/27/2022,124.85,122.43,126.12,122.24,2.43%
12/23/2022,121.89,121.23,122.86,119.54,0.66%
12/22/2022,121.09,120.57,121.13,118.27,-0.68%
12/21/2022,121.92,121.58,122.92,121.28,1.08%
12/20/2022,120.62,117.56,121.36,117.37,4.28%
12/19/2022,115.67,118.3,118.56,115.17,-1.62%
12/16/2022,117.58,116.35,118.62,115.61,0.59%
12/15/2022,116.89,119.05,119.46,116.86,-4.20%
12/14/2022,122.02,122.69,123.25,120.28,-0.65%
12/13/2022,122.82,124.04,125.65,121.56,2.42%
12/12/2022,119.92,118.51,119.94,117.67,0.02%
12/9/2022,119.9,122.78,124.25,119.88,-1.54%
12/8/2022,121.77,123.44,123.52,121.39,0.17%
12/7/2022,121.56,120.67,122.7,120.56,1.80%
12/6/2022,119.41,121.93,122.35,119.16,-0.65%
12/5/2022,120.19,123.6,123.66,119.81,-3.38%
12/2/2022,124.4,122.21,124.96,121.22,0.02%
12/1/2022,124.37,123.04,125,121.8,3.01%
11/30/2022,120.73,118.65,121.27,116.74,3.55%
11/29/2022,116.59,114.97,117.23,114.85,2.85%
11/28/2022,113.36,117.6,117.72,113.22,-4.14%
11/25/2022,118.26,119.37,119.59,117.86,-1.05%
11/23/2022,119.52,117.56,119.74,116.91,1.14%
11/22/2022,118.17,114.28,118.19,114.04,4.54%
11/21/2022,113.04,112.88,113.19,111.17,-0.67%
11/18/2022,113.8,112.74,113.82,112.05,0.88%
11/17/2022,112.81,112.36,113.1,111.46,-1.81%
11/16/2022,114.89,115.43,116.3,114.73,-0.91%
11/15/2022,115.95,118.01,118.1,114.91,-1.07%
11/14/2022,117.2,116.75,118.15,116.21,-0.17%
11/11/2022,117.4,116.58,117.57,115.77,0.88%
11/10/2022,116.38,113.3,116.86,113.23,6.81%
11/9/2022,108.96,111.99,112.66,108.48,-2.84%
11/8/2022,112.14,106.53,113.67,106.17,5.16%
11/7/2022,106.64,106.91,107.27,105.01,0.32%
11/4/2022,106.3,100.16,106.41,100.08,9.62%
11/3/2022,96.97,97.93,98.68,96.36,-2.29%
11/2/2022,99.24,105.98,106.37,99.09,-5.87%
11/1/2022,105.43,106.29,107.44,105.26,2.05%
10/31/2022,103.31,103.35,104.59,102.95,-1.50%
10/28/2022,104.88,103.72,104.9,102.87,-0.73%
10/27/2022,105.65,106.86,107.84,105.58,-1.37%
10/26/2022,107.12,105.58,108.68,105.56,3.14%
10/25/2022,103.86,102.4,104.39,102.4,1.45%
10/24/2022,102.38,102.24,102.67,100.56,-1.26%
10/21/2022,103.69,99.11,103.9,98.79,5.11%
10/20/2022,98.65,97.48,100.98,97.21,1.41%
10/19/2022,97.28,98.2,98.35,96.67,-2.70%
10/18/2022,99.98,100.15,100.75,98.67,0.91%
10/17/2022,99.08,99.04,100.66,98.88,2.76%
10/14/2022,96.42,100.19,100.41,96.13,-4.50%
10/13/2022,100.96,98.62,101.36,95.32,-0.85%
10/12/2022,101.83,100.8,102.4,100.05,0.74%
10/11/2022,101.08,101.98,104.04,100.58,-0.79%
10/10/2022,101.89,102.02,103.82,101.5,-1.37%
10/7/2022,103.31,107.08,107.29,103.22,-4.68%
10/6/2022,108.38,106.72,108.6,105.9,1.03%
10/5/2022,107.28,106.62,107.33,104.61,-1.49%
10/4/2022,108.9,107.85,110.47,107.32,2.74%
10/3/2022,106,102.67,106,102.63,5.04%
09/30/2022,100.91,99.28,103.01,98.63,1.57%
09/29/2022,99.35,97.73,99.45,96.23,1.20%
09/28/2022,98.17,93.74,98.29,93.67,6.64%
09/27/2022,92.06,93.14,94.34,91.83,0.72%
09/26/2022,91.4,93.11,94.37,90.08,-2.57%
09/23/2022,93.81,96.73,96.76,92.51,-5.27%
09/22/2022,99.03,100.37,101.58,98.66,-0.50%
09/21/2022,99.53,100.37,102.45,98.12,-0.19%
09/20/2022,99.72,100.78,100.78,98.69,-2.64%
09/19/2022,102.42,98.37,102.49,98.32,2.67%
09/16/2022,99.76,97.79,101.24,96.75,0.58%
09/15/2022,99.18,101.13,102.45,98.3,-3.01%
09/14/2022,102.26,102.86,103.85,101.97,-0.12%
09/13/2022,102.38,103.48,105.03,102.14,-3.94%
9/12/2022,106.58,107.11,107.67,105.93,1.50%
9/9/2022,105,103.65,105.06,103.1,2.87%
9/8/2022,102.07,99.79,102.07,99.54,1.38%
9/7/2022,100.68,96.5,101.16,95.88,3.71%
9/6/2022,97.08,98.78,100.23,96.78,-1.01%
9/2/2022,98.07,96.81,99.78,95.83,3.55%
9/1/2022,94.71,95.98,96.31,94.42,-3.41%
08/31/2022,98.05,98.84,99.83,98.05,-1.57%
08/30/2022,99.61,102.07,102.24,98.93,-2.83%
08/29/2022,102.51,102.93,104.66,102.06,-1.28%
08/26/2022,103.84,109.05,109.24,103.07,-4.53%
08/25/2022,108.77,108.65,108.83,107.26,0.93%
08/24/2022,107.77,105.51,107.79,104.96,1.46%
08/23/2022,106.22,104.58,108.2,104.55,2.21%
08/22/2022,103.92,102.9,104.18,102.21,-0.14%
08/19/2022,104.07,105.81,105.84,103.91,-2.49%
08/18/2022,106.73,106.25,107.19,105.87,0.69%
08/17/2022,106,109.17,109.24,105.6,-3.72%
08/16/2022,110.1,109.29,110.22,108.26,0.51%
08/15/2022,109.54,109.23,109.8,107.91,-1.86%
8/12/2022,111.62,109.83,111.82,109.76,2.00%
8/11/2022,109.43,111.71,112.77,109.25,-2.12%
8/10/2022,111.8,111.44,113.6,110.76,1.21%
8/9/2022,110.46,111.52,111.55,108.68,-0.19%
8/8/2022,110.67,109.91,111.94,109.91,2.47%
8/5/2022,108,105.96,108.02,104.34,-0.17%
8/4/2022,108.18,105.64,109.58,105.03,3.46%
8/3/2022,104.56,106.92,106.96,103.65,-1.80%
8/2/2022,106.48,108.66,110.47,106.42,-1.39%
8/1/2022,107.98,109.22,109.22,107.13,-0.69%
07/29/2022,108.73,107.51,109.29,105.25,1.60%
07/28/2022,107.02,107.29,108.29,105.34,2.72%
07/27/2022,104.19,102.31,104.72,101.14,1.90%
07/26/2022,102.25,101.17,102.75,101.09,1.59%
07/25/2022,100.65,103.15,103.22,99.81,-2.34%
07/22/2022,103.06,105.99,107.96,102.72,-1.27%
07/21/2022,104.39,103,105.14,102.28,1.33%
07/20/2022,103.02,105.77,107,103.01,-2.69%
07/19/2022,105.87,105.13,107.06,104.62,1.17%
07/18/2022,104.65,105.21,106.81,104.64,1.37%
07/15/2022,103.24,103.99,104.18,101.16,-0.19%
07/14/2022,103.44,104.16,104.63,100.56,-4.46%
07/13/2022,108.27,105.03,110.21,104.59,2.47%
7/12/2022,105.66,106.93,108.44,104.89,-1.80%
7/11/2022,107.6,107.59,109.7,107.44,-1.26%
7/8/2022,108.97,110.32,111.18,107.87,-0.70%
7/7/2022,109.74,109,111.58,108.71,1.81%
7/6/2022,107.79,108.25,108.88,104.54,-0.33%
7/5/2022,108.15,112.59,112.6,105.96,-5.21%
7/1/2022,114.1,109.63,114.76,108.77,2.68%
06/30/2022,111.12,114.78,115.27,110.78,-4.03%
06/29/2022,115.79,118.63,118.88,114.57,-1.08%
06/28/2022,117.05,120.9,121,116.88,-2.66%
06/27/2022,120.25,119.33,120.55,117.88,0.76%
06/24/2022,119.34,115.84,119.51,114.59,3.06%
06/23/2022,115.8,119.6,120.91,114.78,-3.72%
06/22/2022,120.28,121.94,123.77,120.27,-2.10%
06/21/2022,122.86,121.28,124.62,121.27,1.19%
06/17/2022,121.42,122.87,122.98,120.4,-1.54%
06/16/2022,123.32,120.67,124.37,118.39,1.16%
06/15/2022,121.9,122.73,124.17,118.8,1.07%
06/14/2022,120.61,123.62,123.67,119.23,-2.53%
06/13/2022,123.74,129.49,129.89,123.65,-6.91%
6/10/2022,132.92,125.61,133.84,124.13,4.54%
6/9/2022,127.15,130.88,131.04,127.15,-3.72%
6/8/2022,132.06,132.35,133.28,131.06,-0.70%
6/7/2022,132.99,131.91,133.53,131.31,0.55%
6/6/2022,132.26,134.64,135.23,131.26,-1.00%
6/3/2022,133.59,135.31,136.55,133.13,-2.33%
6/2/2022,136.78,131.81,137.4,131.7,5.39%
6/1/2022,129.79,129.65,130.94,128.19,0.80%
05/31/2022,128.76,132.74,134.54,127.83,-2.52%
05/27/2022,132.09,132.71,132.97,131.02,0.62%
05/26/2022,131.28,131.12,132.73,130.31,-0.27%
05/25/2022,131.63,130.84,132.05,129.78,-0.63%
05/24/2022,132.47,130.89,133.05,129.29,1.56%
05/23/2022,130.43,132.23,132.32,129.03,0.70%
05/20/2022,129.52,130.47,130.49,127.39,-0.40%
05/19/2022,130.04,125.93,131.27,125.88,5.33%
05/18/2022,123.46,126.91,127.04,123.38,-3.03%
05/17/2022,127.32,127.67,128.69,125.82,1.20%
05/16/2022,125.81,124.87,126.49,124.5,0.75%
05/13/2022,124.87,121.8,126.13,121.7,2.19%
5/12/2022,122.19,125.62,125.85,119.77,-4.55%
5/11/2022,128.01,130.39,132.86,127.61,-0.29%
5/10/2022,128.38,132.04,132.57,126.28,-1.22%
5/9/2022,129.96,134.38,135.55,129.76,-6.17%
5/6/2022,138.51,139.38,140.38,137.59,-1.40%
5/5/2022,140.48,147.12,147.23,138.5,-3.77%
5/4/2022,145.99,142.77,146.35,141.27,2.03%
5/3/2022,143.08,141.11,144.54,141.11,1.83%
5/2/2022,140.51,139.54,140.56,136.79,-1.47%
04/29/2022,142.61,146.06,147.34,142.49,-1.02%
04/28/2022,144.08,141.21,144.55,140.25,2.03%
04/27/2022,141.21,142.25,144.08,141.01,-0.50%
04/26/2022,141.92,146.32,146.93,141.88,-2.66%
04/25/2022,145.8,146.31,147.63,142.01,-3.53%
04/22/2022,151.14,153.96,154.9,150.19,-3.41%
04/21/2022,156.48,163.26,163.38,154.81,-5.29%
04/20/2022,165.22,163.36,165.63,161.53,1.02%
04/19/2022,163.55,165.2,166.77,162.6,-2.51%
04/18/2022,167.76,169.76,171.43,167.72,0.00%
04/14/2022,167.76,166.85,168.55,165.39,0.08%
04/13/2022,167.62,165.61,168.17,164.85,2.23%
4/12/2022,163.96,164.82,167.05,162.96,0.73%
4/11/2022,162.77,165.96,166.76,161.15,-0.55%
4/8/2022,163.67,161.12,164.33,161.03,2.34%
4/7/2022,159.92,158.33,160.94,157.65,1.22%
4/6/2022,157.99,159.15,159.72,156.29,-0.06%
4/5/2022,158.09,162.98,165.34,157.4,-2.56%
4/4/2022,162.25,163.91,164.64,160.17,-0.58%
4/1/2022,163.2,157.74,163.33,157.74,3.02%
03/31/2022,158.42,159.75,161.24,158.4,-0.81%
03/30/2022,159.71,158.4,160.62,158.29,1.42%
03/29/2022,157.48,152.58,157.51,151.3,0.85%
03/28/2022,156.16,158.12,158.65,155.4,-2.88%
03/25/2022,160.79,159.1,160.86,158.57,0.12%
03/24/2022,160.6,161.91,164.22,160.06,0.03%
03/23/2022,160.55,158.96,160.86,157.54,1.98%
03/22/2022,157.44,158.85,158.86,155.58,-1.07%
03/21/2022,159.15,156.79,161.02,156.79,2.15%
03/18/2022,155.8,155.74,157.51,154.58,-0.73%
03/17/2022,156.95,155.43,159.94,155.32,2.53%
03/16/2022,153.08,152.57,154.1,149.5,-0.03%
03/15/2022,153.12,148.02,154.65,148.02,0.88%
03/14/2022,151.78,155.41,155.92,149.94,-4.37%
3/11/2022,158.72,157.19,159.89,155.58,-1.19%
3/10/2022,160.63,158.59,162.02,158.59,1.96%
3/9/2022,157.54,154.83,158.26,152.87,-0.97%
3/8/2022,159.08,158.69,165.55,156.02,0.91%
3/7/2022,157.65,155.58,158.96,153.59,1.68%
3/4/2022,155.05,150.63,155.83,150.57,3.24%
3/3/2022,150.18,148.73,150.22,147.17,0.85%
3/2/2022,148.91,147.6,149.34,146.26,-0.30%
3/1/2022,149.36,144.12,149.59,144.07,4.59%
02/28/2022,142.81,144.08,144.67,141.59,-0.09%
02/25/2022,142.94,138.91,143.29,138.66,1.77%
02/24/2022,140.45,146.25,146.99,137.79,-1.96%
02/23/2022,143.26,139.76,144.56,139.63,2.32%
02/22/2022,140.01,143.06,143.82,139.21,-1.46%
02/18/2022,142.08,143,143.68,140.97,-0.99%
02/17/2022,143.5,141.61,144.41,139.99,2.87%
02/16/2022,139.5,137.02,140.03,137.02,2.78%
02/15/2022,135.73,135.01,135.94,132.33,-1.04%
02/14/2022,137.16,136.17,137.52,135.16,1.65%
2/11/2022,134.93,128.15,136.01,127.96,5.22%
2/10/2022,128.24,130.76,133.17,127.6,-2.55%
2/9/2022,131.6,131.12,132.98,130.91,0.16%
2/8/2022,131.39,129.05,131.4,128.74,1.96%
2/7/2022,128.87,125.58,129.5,125.14,3.44%
2/4/2022,124.58,123.48,125.85,123.48,0.36%
2/3/2022,124.13,125.67,126.01,123.21,-1.67%
2/2/2022,126.24,126.68,128.2,125.07,-0.17%
2/1/2022,126.46,126.16,127.49,124.65,1.16%
01/31/2022,125.01,121.99,125.12,121.73,3.24%
01/28/2022,121.09,120.91,121.14,119.01,-0.86%
01/27/2022,122.14,123.82,126,121.84,-2.92%
01/26/2022,125.81,128.88,131.17,124.77,-3.12%
01/25/2022,129.86,127.51,130.48,126.1,1.14%
01/24/2022,128.4,128.52,128.92,123.99,-1.22%
01/21/2022,129.99,134.5,134.5,129.35,-2.92%
01/20/2022,133.9,137.2,137.43,133.82,-1.89%
01/19/2022,136.48,128.73,136.93,128.56,7.38%
01/18/2022,127.1,127.95,129.91,126.73,-1.12%
01/14/2022,128.54,129.76,129.77,127.29,-1.12%
01/13/2022,130,131.47,132.31,129.95,-1.43%
1/12/2022,131.89,130.13,131.94,129.26,2.03%
1/11/2022,129.27,126.78,129.3,125.81,2.20%
1/10/2022,126.49,123.91,126.49,122.74,1.65%
1/7/2022,124.44,123.87,125.04,122.53,0.86%
1/6/2022,123.38,125.48,126.14,123.3,-3.35%
1/5/2022,127.66,131.21,133.1,127.54,-1.92%
1/4/2022,130.16,130.29,132.22,129.7,0.35%
1/3/2022,129.71,130.81,130.89,129.52,-2.07%
12/31/2021,132.45,132.34,132.74,131.38,0.58%
12/30/2021,131.68,129.87,131.92,129.87,1.56%
12/29/2021,129.66,129.23,131.18,128.55,-0.45%
12/28/2021,130.25,130.76,132.3,130.14,-0.40%
12/27/2021,130.77,130.16,131.65,129.41,0.12%
12/23/2021,130.61,129.28,131.16,128.49,0.77%
12/22/2021,129.61,127.94,129.74,126.71,1.27%
12/21/2021,127.98,127.2,128.6,126.26,1.27%
12/20/2021,126.38,125.73,126.42,124.21,-0.17%
12/17/2021,126.59,127.07,128.91,126.34,0.02%
12/16/2021,126.57,122.9,126.79,122.9,5.10%
12/15/2021,120.43,121.54,121.54,117.26,-1.51%
12/14/2021,122.28,122.59,124.4,122.06,-1.51%
12/13/2021,124.15,124.18,125.81,123.52,0.08%
12/10/2021,124.05,125.86,125.86,123.5,-0.92%
12/9/2021,125.2,126.72,126.78,124.7,-2.86%
12/8/2021,128.89,128.29,129.13,127.36,0.23%
12/7/2021,128.6,127.53,129.8,127.45,1.08%
12/6/2021,127.23,125.44,127.55,124.2,1.36%
12/3/2021,125.52,125.44,126.11,123.37,0.26%
12/2/2021,125.2,125.88,126.14,123.16,-0.60%
12/1/2021,125.96,131.44,133.58,125.91,-3.27%
11/30/2021,130.22,131.86,135.08,129.38,-0.86%
11/29/2021,131.35,130.44,131.5,128.78,0.22%
11/26/2021,131.06,133.56,133.96,128.66,-1.70%
11/24/2021,133.33,132.77,134.05,132.21,-0.10%
11/23/2021,133.46,133.43,134.56,131.81,-1.35%
11/22/2021,135.28,135.05,137.24,132.81,-1.81%
11/19/2021,137.78,139.46,140.84,137.75,-1.80%
11/18/2021,140.31,141.59,142.15,139.55,-1.40%
11/17/2021,142.3,142.32,144.53,141.7,0.58%
11/16/2021,141.48,143.94,144.64,141.27,-1.57%
11/15/2021,143.74,143.46,144.13,142.02,0.10%
11/12/2021,143.59,141.43,144.47,140.89,0.45%
11/11/2021,142.94,140.47,143.47,140.45,3.18%
11/10/2021,138.53,138.94,141.86,138.19,1.41%
11/9/2021,136.61,135.35,136.65,133.41,1.04%
11/8/2021,135.2,135.09,135.55,134.04,0.83%
11/5/2021,134.09,131.18,134.09,130.46,2.77%
11/4/2021,130.48,132.82,135,130.32,-0.81%
11/3/2021,131.55,128.36,132.08,127.81,1.14%
11/2/2021,130.07,129.81,130.08,128.67,-0.50%
