Date,Price,Open,High,Low,Change %
11/19/2019,95.34,94.81,96.38,94.79,0.44%
11/18/2019,94.92,93.43,95.1,93.43,1.40%
11/15/2019,93.61,93.55,94.43,93.41,-0.35%
11/14/2019,93.94,93.78,94.35,93.22,0.73%
11/13/2019,93.26,93.31,94.21,93.15,0.71%
11/12/2019,92.6,91.76,92.7,90.72,1.17%
11/11/2019,91.53,91.6,92.07,91.12,-0.17%
11/8/2019,91.69,91.28,92.49,91.03,-0.12%
11/7/2019,91.8,93.62,93.84,91.16,-2.43%
11/6/2019,94.09,93.63,94.59,92.99,0.80%
11/5/2019,93.34,93.39,93.99,92.49,-1.38%
11/4/2019,94.65,95.51,95.98,94.4,-1.34%
11/1/2019,95.94,94.95,95.94,94.4,0.33%
10/31/2019,95.62,94.24,95.83,94.06,2.53%
10/30/2019,93.26,92.49,93.28,91.04,0.87%
10/29/2019,92.46,90.93,93.03,90.54,0.70%
10/28/2019,91.82,92.58,92.73,91.41,-1.84%
10/25/2019,93.54,93.46,94.48,92.56,1.67%
10/24/2019,92,90.53,92.02,90.53,2.22%
10/23/2019,90,89.57,90.89,89.57,1.12%
10/22/2019,89,89.08,89.47,87.84,0.21%
10/21/2019,88.81,91.05,91.38,88.67,-1.90%
10/18/2019,90.53,89.93,91.13,89.43,0.57%
10/17/2019,90.02,88.03,90.79,87.99,1.99%
10/16/2019,88.26,87.4,88.28,86.87,1.60%
10/15/2019,86.87,88.87,88.87,86.84,-2.71%
10/14/2019,89.29,89.04,90.06,88.67,0.42%
10/11/2019,88.92,91.24,91.27,88.87,-3.48%
10/10/2019,92.13,91.63,92.36,90.33,0.73%
10/9/2019,91.46,92.36,92.58,90.91,-0.97%
10/8/2019,92.36,91.43,92.42,90.82,2.29%
10/7/2019,90.29,90.34,91.62,89.97,-0.90%
10/4/2019,91.11,89.19,91.14,89.03,2.00%
10/3/2019,89.32,89.59,91.37,89.19,-0.33%
10/2/2019,89.62,89.47,90.19,88.75,1.22%
10/1/2019,88.54,87.85,90.19,87.48,0.16%
09/30/2019,88.4,89.81,90.32,87.85,-2.93%
09/27/2019,91.07,91.42,92.25,90.54,-2.25%
09/26/2019,93.17,94.89,95.4,93.1,-1.45%
09/25/2019,94.54,96.96,97.34,93.73,-3.21%
09/24/2019,97.68,95.99,97.9,95.2,1.03%
09/23/2019,96.68,95.2,96.84,95.16,2.20%
09/20/2019,94.6,93.01,94.82,92.54,1.73%
09/19/2019,92.99,91.71,93.37,91.71,1.93%
09/18/2019,91.23,93.14,93.15,89.19,-1.92%
09/17/2019,93.02,91.28,93.45,90.88,2.66%
09/16/2019,90.61,90.61,91.45,89.14,1.25%
09/13/2019,89.49,91.36,92.5,89.41,-1.75%
9/12/2019,91.08,93.95,95.96,91.01,-1.38%
9/11/2019,92.35,92,94.19,91.92,0.64%
9/10/2019,91.76,91.43,93.26,90.91,-0.36%
9/9/2019,92.09,94.6,94.7,91.09,-2.30%
9/6/2019,94.26,97.38,98.44,94.24,-3.09%
9/5/2019,97.27,100.59,100.59,96.61,-4.41%
9/4/2019,101.76,100.14,101.8,99.88,1.55%
9/3/2019,100.21,99.71,101.96,99.69,1.24%
08/30/2019,98.98,98.08,99.95,97.88,0.52%
08/29/2019,98.47,101.1,101.14,97.47,-2.69%
08/28/2019,101.19,101.39,102.29,99.66,0.15%
08/27/2019,101.04,98.2,101.51,98.14,3.42%
08/26/2019,97.7,98.22,98.91,96.94,-0.08%
08/23/2019,97.78,94.73,98.06,94.68,4.02%
08/22/2019,94,94.17,95.08,93.91,-0.56%
08/21/2019,94.53,94.01,95.28,93.98,-0.22%
08/20/2019,94.74,92.57,95.36,92.57,2.93%
08/19/2019,92.04,91.92,93.39,90.61,-0.86%
08/16/2019,92.84,93.28,93.56,91.88,-1.04%
08/15/2019,93.82,92.72,94.13,91.92,0.98%
08/14/2019,92.91,94.37,95.08,92.86,-0.39%
08/13/2019,93.27,94.88,96.1,90.56,-1.77%
8/12/2019,94.95,96.31,97.18,94.91,-0.87%
8/9/2019,95.78,96.49,97.26,95.55,-1.18%
8/8/2019,96.92,95.14,97.47,94.08,0.91%
8/7/2019,96.05,95.63,98.78,95.62,1.84%
8/6/2019,94.31,93.6,94.92,93.25,0.24%
8/5/2019,94.08,91.98,95.28,91.97,3.59%
8/2/2019,90.82,91.13,92.09,90.34,-1.09%
8/1/2019,91.82,86.35,92.2,86.01,4.77%
07/31/2019,87.64,91.8,91.81,87.11,-4.99%
07/30/2019,92.24,92.03,92.84,91.63,0.45%
07/29/2019,91.83,90.95,91.87,90.08,1.30%
07/26/2019,90.65,91.11,91.47,90.14,-0.19%
07/25/2019,90.82,92.65,92.7,90.4,-2.27%
07/24/2019,92.93,91.84,92.98,91.67,1.89%
07/23/2019,91.21,91.87,92.88,90.08,-0.80%
07/22/2019,91.95,91.99,92.5,91.53,0.32%
07/19/2019,91.66,91.75,93.27,90.75,-0.69%
07/18/2019,92.3,89.16,92.71,88.36,3.41%
07/17/2019,89.26,86.45,89.36,86.35,3.80%
07/16/2019,85.99,85.68,86.75,85.5,0.14%
07/15/2019,85.87,85.96,86.42,85.19,0.08%
7/12/2019,85.8,85.18,85.91,84.78,0.99%
7/11/2019,84.96,85.76,86.13,84.12,-1.05%
7/10/2019,85.86,84.78,85.89,84.34,2.32%
7/9/2019,83.91,82.81,83.96,82.31,0.91%
7/8/2019,83.15,83.48,83.83,82.6,-0.04%
7/5/2019,83.18,82.67,83.5,80.64,-1.04%
7/3/2019,84.05,84.23,84.33,83.09,0.24%
7/2/2019,83.85,81.99,84.02,81.31,3.24%
7/1/2019,81.22,82.81,82.81,80.95,-3.46%
06/28/2019,84.13,83.53,84.16,82.95,0.86%
06/27/2019,83.41,83.21,83.64,82.49,-0.39%
06/26/2019,83.74,82.64,84.33,82.12,-0.04%
06/25/2019,83.77,85.34,85.93,82.25,-1.32%
06/24/2019,84.89,82.88,84.93,82.51,3.35%
06/21/2019,82.14,81.83,82.47,80.62,0.43%
06/20/2019,81.79,79.24,82.51,79.24,4.50%
06/19/2019,78.27,76.8,78.41,76.5,1.18%
06/18/2019,77.36,77.4,78.12,76.39,1.01%
06/17/2019,76.59,75.83,76.62,75.4,1.03%
06/14/2019,75.81,76.43,77.2,75.21,-0.24%
06/13/2019,75.99,75.11,76.1,74.8,1.51%
6/12/2019,74.86,74.4,75.38,74.37,1.30%
6/11/2019,73.9,73.43,74.17,72.94,0.79%
6/10/2019,73.32,73.47,73.47,72.57,-1.36%
6/7/2019,74.33,75.02,75.54,74.16,-0.11%
6/6/2019,74.41,74.01,74.57,73.5,0.96%
6/5/2019,73.7,74.28,75.21,72.95,0.14%
6/4/2019,73.6,72.4,73.6,72.13,0.82%
6/3/2019,73,70.92,73.04,70.83,4.26%
05/31/2019,70.02,68.15,70.34,68.15,3.81%
05/30/2019,67.45,66.4,67.49,66.21,1.58%
05/29/2019,66.4,66.47,66.63,66.05,0.24%
05/28/2019,66.24,66.31,66.68,65.88,-0.48%
05/24/2019,66.56,66.34,66.76,66.02,0.53%
05/23/2019,66.21,66.43,67.53,66.15,0.11%
05/22/2019,66.14,67.5,67.51,65.85,-1.90%
05/21/2019,67.42,67.07,67.42,66.6,0.25%
05/20/2019,67.25,67.48,67.91,67.23,-0.36%
05/17/2019,67.49,67.17,67.68,66.68,0.09%
05/16/2019,67.43,68.23,68.29,66.93,-1.27%
05/15/2019,68.3,68.62,68.84,68.23,-0.13%
05/14/2019,68.39,68.76,68.82,67.77,-0.61%
05/13/2019,68.81,68.11,68.9,67.21,2.26%
5/10/2019,67.29,68.12,68.16,67.16,-1.03%
5/9/2019,67.99,68.3,69.12,67.76,-0.51%
5/8/2019,68.34,69.92,70.55,68.03,-1.94%
5/7/2019,69.69,68.85,69.93,68.17,1.34%
5/6/2019,68.77,68.64,69.26,68.37,-0.03%
5/3/2019,68.79,68.94,69.65,68.73,0.79%
5/2/2019,68.25,69.08,69.22,68.05,-1.93%
5/1/2019,69.59,70.96,71.52,69.15,-2.21%
04/30/2019,71.16,70.97,71.53,70.86,0.37%
04/29/2019,70.9,72.29,72.3,70.7,-2.41%
04/26/2019,72.65,71.13,72.88,71.1,2.86%
04/25/2019,70.63,71.98,71.99,70.46,-1.51%
04/24/2019,71.71,71.08,72.37,70.54,0.89%
04/23/2019,71.08,71.09,71.53,70.82,-0.75%
04/22/2019,71.62,72.98,72.98,71.43,-1.74%
04/18/2019,72.89,73.78,74.31,72.37,-1.39%
04/17/2019,73.92,74.67,75.06,73.45,-0.85%
04/16/2019,74.55,75.33,75.34,74.44,-1.82%
04/15/2019,75.93,75.24,76.11,74.86,0.20%
4/12/2019,75.78,76.03,76.41,75.61,-0.26%
4/11/2019,75.98,76.15,76.69,75.41,-1.29%
4/10/2019,76.97,77.71,78.14,76.93,-1.28%
4/9/2019,77.97,78.05,78.06,77.36,0.21%
4/8/2019,77.81,77.68,78.08,77.29,1.26%
4/5/2019,76.84,76.9,76.97,76.26,-0.32%
4/4/2019,77.09,75,77.14,74.45,2.21%
4/3/2019,75.42,75.59,75.99,75.27,0.19%
4/2/2019,75.28,75.07,75.6,74.89,0.25%
4/1/2019,75.09,76.62,76.93,74.6,-1.66%
03/29/2019,76.36,77.12,77.46,76.32,-0.18%
03/28/2019,76.5,77.63,77.63,75.98,-2.56%
03/27/2019,78.51,79.57,79.89,78.39,-1.46%
03/26/2019,79.67,78.7,79.77,78.35,0.50%
03/25/2019,79.27,77.68,79.44,77.61,2.44%
03/22/2019,77.38,77.09,77.98,76.79,0.12%
03/21/2019,77.29,76.93,77.41,75.84,0.61%
03/20/2019,76.82,75.29,77.15,73.93,1.88%
03/19/2019,75.4,75.85,76.19,75.37,0.37%
03/18/2019,75.12,76.15,76.43,75,-1.22%
03/15/2019,76.05,75.77,76.7,75.09,0.96%
03/14/2019,75.33,76.45,76.45,75.2,-2.70%
03/13/2019,77.42,77.4,78,76.76,0.45%
3/12/2019,77.07,75.98,77.15,75.98,2.04%
3/11/2019,75.53,75.84,76.38,74.35,-0.64%
3/8/2019,76.02,74.6,76.06,74.05,3.25%
3/7/2019,73.63,73.08,73.96,72.66,0.66%
3/6/2019,73.15,74.92,74.92,73.07,-2.35%
3/5/2019,74.91,74.5,74.91,74.15,0.40%
3/4/2019,74.61,73.65,74.62,72.95,0.77%
3/1/2019,74.04,75.2,76.18,73.96,-2.39%
02/28/2019,75.85,76.17,76.34,75.48,-0.54%
02/27/2019,76.26,77.55,77.74,75.84,-1.85%
02/26/2019,77.7,77.73,78.13,76.32,-0.22%
02/25/2019,77.87,78.5,78.94,77.84,-0.94%
02/22/2019,78.61,78.48,79.82,78.41,0.40%
02/21/2019,78.3,78.78,78.78,77.66,-1.41%
02/20/2019,79.42,79.31,80.76,78.89,0.76%
02/19/2019,78.82,76.17,79.18,76.14,4.20%
02/15/2019,75.64,74.85,75.65,74.02,1.53%
02/14/2019,74.5,73.9,74.63,73.41,0.62%
02/13/2019,74.04,74.36,75.27,73.75,-0.32%
2/12/2019,74.28,75.23,75.24,73.95,-0.71%
2/11/2019,74.81,75.07,75.46,74.76,-1.24%
2/8/2019,75.75,75.02,76.01,74.93,1.32%
2/7/2019,74.76,75.33,75.68,74.48,-0.80%
2/6/2019,75.36,75.61,76.6,75.2,-1.24%
2/5/2019,76.31,75.78,76.32,75.12,0.65%
2/4/2019,75.82,75.09,76.01,74.62,-0.12%
2/1/2019,75.91,76.09,76.25,74.7,-0.51%
01/31/2019,76.3,75.14,76.32,75.12,2.37%
01/30/2019,74.53,73.45,75.59,73.07,1.37%
01/29/2019,73.52,72.34,73.61,72.05,2.61%
01/28/2019,71.65,71.32,71.96,71.21,0.67%
01/25/2019,71.17,69.39,71.28,69.39,3.79%
01/24/2019,68.57,68.71,69,68.32,-0.42%
01/23/2019,68.86,68.68,69.17,68.13,0.17%
01/22/2019,68.74,68.55,68.85,67.91,0.53%
01/18/2019,68.38,69.06,69.4,68.13,-1.65%
01/17/2019,69.53,69.38,69.67,69.04,-0.01%
01/16/2019,69.54,69.41,70.06,69.1,0.25%
01/15/2019,69.37,71.2,71.24,68.91,-2.50%
01/14/2019,71.15,72.12,72.19,70.76,-0.78%
1/11/2019,71.71,71.86,72.27,71.5,0.20%
1/10/2019,71.57,72.57,72.72,71.11,-1.66%
1/9/2019,72.78,71.54,72.85,71.54,1.83%
1/8/2019,71.47,70.77,71.67,70.23,0.38%
1/7/2019,71.2,72.34,72.46,70.98,-0.93%
1/4/2019,71.87,71.42,72.23,70.57,-0.42%
1/3/2019,72.17,71.47,72.39,70.86,1.73%
1/2/2019,70.94,70.44,71.79,69.86,0.40%
12/31/2018,70.66,69.87,70.66,68.92,1.41%
12/28/2018,69.68,70.6,70.99,69.45,-1.55%
12/27/2018,70.78,70.11,70.78,69.65,1.14%
12/26/2018,69.98,71.25,71.5,69.06,-0.81%
12/24/2018,70.55,69.29,70.7,69.23,2.74%
12/21/2018,68.67,69.54,70.08,68.22,-1.60%
12/20/2018,69.79,67.62,70.25,67.61,4.77%
12/19/2018,66.61,70.81,72.22,66.59,-5.66%
12/18/2018,70.61,69.15,71.05,69,2.05%
12/17/2018,69.19,67.85,69.54,67.83,2.37%
12/14/2018,67.59,68.05,68.35,67.33,-1.69%
12/13/2018,68.75,68.59,69.03,68.23,0.16%
12/12/2018,68.64,67.4,68.95,67.33,2.31%
12/11/2018,67.09,67.89,68.28,66.8,-0.46%
12/10/2018,67.4,67.73,68.8,66.95,-0.79%
12/7/2018,67.94,66.99,68.45,66.64,2.40%
12/6/2018,66.35,66.17,66.82,65.51,0.29%
12/4/2018,66.16,66.47,67.21,65.95,0.49%
12/3/2018,65.84,65.36,66.24,64.89,2.14%
11/30/2018,64.46,64.38,64.79,63.49,-0.52%
11/29/2018,64.8,65.9,66.11,64.79,-1.11%
11/28/2018,65.53,63.4,65.86,63.1,3.12%
11/27/2018,63.55,64.71,64.76,62.97,-1.82%
11/26/2018,64.73,65.54,66.42,64.6,-0.83%
11/23/2018,65.27,66.65,66.8,65.01,-2.87%
11/21/2018,67.2,65.64,67.56,65.63,3.11%
11/20/2018,65.17,65.81,65.84,63.9,-0.81%
11/19/2018,65.7,65.99,66.8,65.59,-0.58%
11/16/2018,66.08,65.84,66.51,65.7,1.68%
11/15/2018,64.99,63.87,65.11,63.77,2.30%
11/14/2018,63.53,61.49,64.33,61.49,2.73%
11/13/2018,61.84,62.75,63.16,61.35,-1.29%
11/12/2018,62.65,63.74,63.76,62.6,-2.35%
11/9/2018,64.16,64.57,64.79,63.32,-1.88%
11/8/2018,65.39,65.34,66.09,65.02,-0.30%
11/7/2018,65.59,66.68,66.7,65.51,-1.09%
11/6/2018,66.31,67.17,67.52,66.1,-1.24%
11/5/2018,67.14,67.28,68.21,66.4,-0.07%
11/2/2018,67.19,67,67.65,66.5,0.00%
11/1/2018,67.19,65.17,67.53,65.13,4.53%
10/31/2018,64.28,64.88,64.88,63.77,-1.77%
10/30/2018,65.44,64.49,65.83,64.32,1.14%
10/29/2018,64.7,65.21,66.3,64.13,-0.72%
10/26/2018,65.17,65.16,67.03,65,0.70%
10/25/2018,64.72,68.08,68.58,64.66,-4.88%
10/24/2018,68.04,69.35,69.91,67.85,-2.10%
10/23/2018,69.5,70.16,71.09,69.14,0.67%
10/22/2018,69.04,69.83,69.87,68.54,-1.50%
10/19/2018,70.09,70.39,70.82,69.67,0.06%
10/18/2018,70.05,69.5,71.24,69.27,0.27%
10/17/2018,69.86,70.12,70.99,69.28,-0.34%
10/16/2018,70.1,70.95,71.28,69.23,-0.50%
10/15/2018,70.45,70.03,71.64,70.01,1.69%
10/12/2018,69.28,69.69,69.81,67.4,-0.99%
10/11/2018,69.97,66.43,70.42,66.21,6.81%
10/10/2018,65.51,64.76,65.94,63.76,0.97%
10/9/2018,64.88,65.33,65.63,64.47,-1.59%
10/8/2018,65.93,64.51,65.98,64.01,0.67%
10/5/2018,65.49,65.96,66.5,65.34,-0.67%
10/4/2018,65.93,66.2,66.99,65.42,-0.33%
10/3/2018,66.15,67.09,67.57,66.06,-1.24%
10/2/2018,66.98,65.67,67.31,65.66,2.82%
10/1/2018,65.14,65.09,65.54,64.82,-0.06%
09/28/2018,65.18,64.97,65.68,64.89,0.91%
09/27/2018,64.59,64.4,64.81,63.8,-0.66%
09/26/2018,65.02,66.5,66.56,64.97,-2.53%
09/25/2018,66.71,66.93,67.8,66.67,0.63%
09/24/2018,66.29,66.52,67.85,66.26,0.39%
09/21/2018,66.03,66.1,66.97,65.6,-1.14%
09/20/2018,66.79,67.39,67.59,65.91,0.15%
09/19/2018,66.69,66,67.36,65.85,1.97%
09/18/2018,65.4,65.21,65.81,64.85,0.69%
09/17/2018,64.95,63.71,65.23,63.39,2.51%
09/14/2018,63.36,63.8,64.47,63.35,-0.60%
09/13/2018,63.74,64.69,65.15,63.45,-0.50%
9/12/2018,64.06,61.88,64.74,61.66,3.46%
9/11/2018,61.92,61.38,62.02,60.59,0.00%
9/10/2018,61.92,63.03,63.31,61.92,-1.78%
9/7/2018,63.04,62.47,63.48,61.97,0.21%
9/6/2018,62.91,63.58,64.19,62.69,-0.25%
9/5/2018,63.07,63.57,63.58,62.66,-0.57%
9/4/2018,63.43,65.33,65.33,63.14,-4.24%
08/31/2018,66.24,66.43,67.27,66,-0.24%
08/30/2018,66.4,67.06,67.07,66.12,-1.78%
08/29/2018,67.6,67.59,68.08,67.21,0.22%
08/28/2018,67.45,69.42,69.58,67.04,-1.95%
08/27/2018,68.79,67.93,68.96,67.93,1.64%
08/24/2018,67.68,66.12,68.43,66.12,3.64%
08/23/2018,65.3,66.86,66.88,65.06,-3.14%
08/22/2018,67.42,67.21,67.52,67.03,0.96%
08/21/2018,66.78,66.25,66.96,65.88,1.01%
08/20/2018,66.11,66.37,66.78,65.45,0.29%
08/17/2018,65.92,64.89,66.43,64.74,2.57%
08/16/2018,64.27,66.6,67.44,64.24,-2.71%
08/15/2018,66.06,69.73,69.74,65.71,-6.55%
08/14/2018,70.69,71.84,71.88,70.65,-1.30%
08/13/2018,71.62,73.49,73.52,71.29,-3.05%
8/10/2018,73.87,74.06,74.79,73.77,-0.79%
8/9/2018,74.46,74.63,75.58,74.42,0.09%
8/8/2018,74.39,74.36,74.68,73.82,0.31%
8/7/2018,74.16,75.92,75.96,74.15,-1.38%
8/6/2018,75.2,75.49,75.94,75.2,-1.17%
8/3/2018,76.09,75.81,76.88,75.59,0.93%
8/2/2018,75.39,75.36,75.9,75.13,-0.63%
8/1/2018,75.87,76.84,76.84,75.79,-1.85%
07/31/2018,77.3,76.64,77.8,76.61,0.81%
07/30/2018,76.68,76.86,77.25,76.46,-0.14%
07/27/2018,76.79,77.12,77.7,76.68,-0.22%
07/26/2018,76.96,78.39,78.39,76.96,-2.94%
07/25/2018,79.29,79.32,79.52,78.28,0.58%
07/24/2018,78.83,78.53,79.35,78.53,0.92%
07/23/2018,78.11,79.02,79.12,77.99,-1.83%
07/20/2018,79.57,79.59,80.07,79.15,0.72%
07/19/2018,79,79.31,80.27,78.81,-1.46%
07/18/2018,80.17,79.71,80.46,79.56,0.17%
07/17/2018,80.03,79.58,80.71,79.56,-0.14%
07/16/2018,80.14,80.35,80.7,80.01,-0.36%
07/13/2018,80.43,80.51,81.03,80.32,-0.84%
7/12/2018,81.11,81.58,81.93,81.11,0.16%
7/11/2018,80.98,82.61,82.84,80.76,-3.06%
7/10/2018,83.54,82.98,83.62,82.69,0.31%
7/9/2018,83.28,84.58,84.79,83.28,-0.56%
7/6/2018,83.75,83.44,83.96,83.32,0.05%
7/5/2018,83.71,83.32,83.9,83.13,1.01%
7/3/2018,82.87,82,83.57,82,2.17%
7/2/2018,81.11,80.84,81.61,80.62,-0.59%
06/29/2018,81.59,80.3,82.03,80.28,2.20%
06/28/2018,79.83,79.87,80.15,79.31,-0.13%
06/27/2018,79.93,80.21,81.01,79.93,-0.68%
06/26/2018,80.48,80.15,80.71,79.68,-0.05%
06/25/2018,80.52,81.54,81.89,80.46,-1.80%
06/22/2018,82,81.3,82.09,81.28,1.37%
06/21/2018,80.89,81.02,81.42,80.75,-0.44%
06/20/2018,81.25,81.75,81.98,81.06,-0.51%
06/19/2018,81.67,81.5,82.2,81.33,-0.86%
06/18/2018,82.38,82.25,82.61,82.06,-0.24%
06/15/2018,82.58,83.77,83.78,82.25,-2.47%
06/14/2018,84.67,84.34,84.72,84.14,1.05%
06/13/2018,83.79,83.79,84.26,82.98,-0.04%
6/12/2018,83.82,83.16,83.91,83.11,0.23%
6/11/2018,83.63,82.73,83.7,82.46,0.84%
6/8/2018,82.93,82.89,83.11,82.61,-0.07%
6/7/2018,82.99,83.46,83.51,82.64,-0.47%
6/6/2018,83.38,83.45,83.76,82.72,0.40%
6/5/2018,83.05,82.19,83.53,82.19,1.06%
6/4/2018,82.18,83.46,83.58,82.15,-1.04%
6/1/2018,83.04,83.2,83.7,82.5,-0.34%
05/31/2018,83.32,83.95,84.11,83.25,-0.63%
05/30/2018,83.85,83.35,84.2,83.3,0.96%
05/29/2018,83.05,82.43,84,82.35,-0.52%
05/25/2018,83.48,83.98,84.2,83.2,-1.07%
05/24/2018,84.38,83.32,84.49,83.12,1.48%
05/23/2018,83.15,81.72,83.29,81.71,1.20%
05/22/2018,82.16,82.49,82.9,82.09,0.10%
05/21/2018,82.08,81.83,82.18,81.32,0.02%
05/18/2018,82.06,81.41,82.32,81.39,0.27%
05/17/2018,81.84,82,82.02,81.49,-0.11%
05/16/2018,81.93,81.91,82.33,81.64,0.20%
05/15/2018,81.77,82.24,82.27,81.09,-2.04%
05/14/2018,83.47,84.03,84.18,83.05,-0.47%
5/11/2018,83.86,84.04,84.54,83.63,0.06%
5/10/2018,83.81,82.9,84.11,82.9,1.74%
5/9/2018,82.38,82.61,82.8,82.1,-0.35%
5/8/2018,82.67,81.78,82.67,81.08,0.83%
5/7/2018,81.99,82.26,82.88,81.98,-0.50%
5/4/2018,82.4,81.92,82.57,81.85,0.02%
5/3/2018,82.38,83,83.32,82.14,0.56%
5/2/2018,81.92,81.82,83.22,81.52,0.61%
5/1/2018,81.42,80.62,81.43,80.19,0.33%
04/30/2018,81.15,81.89,82.11,81.11,-2.15%
04/27/2018,82.93,82.4,82.98,82.36,0.50%
04/26/2018,82.52,82.39,83,82.05,0.06%
04/25/2018,82.47,82.27,83.24,81.98,-0.97%
04/24/2018,83.28,83.41,84.09,82.77,0.04%
04/23/2018,83.25,83.99,83.99,83.04,-2.20%
04/20/2018,85.12,85.16,85.22,84.23,-0.64%
04/19/2018,85.67,85.55,86.1,84.81,0.54%
04/18/2018,85.21,85.08,86.09,84.97,1.19%
04/17/2018,84.21,83.65,84.51,83.48,0.27%
04/16/2018,83.98,84.37,84.38,83.43,-0.12%
04/13/2018,84.08,83.36,84.69,83.33,1.59%
4/12/2018,82.76,82.98,83.17,82.29,-1.11%
4/11/2018,83.69,82.55,84.49,82.54,2.14%
4/10/2018,81.94,81.79,82.4,81.48,1.10%
4/9/2018,81.05,81.48,81.69,80.31,-0.60%
4/6/2018,81.54,81.88,82.11,81.33,0.09%
4/5/2018,81.47,80.18,81.53,80.16,0.78%
4/4/2018,80.84,81.61,81.76,80.63,-0.47%
4/3/2018,81.22,81.57,81.79,80.63,-0.96%
4/2/2018,82.01,81.79,82.69,81.58,1.10%
03/29/2018,81.12,79.75,81.21,79.7,1.86%
03/28/2018,79.64,80.62,80.75,79.32,-1.98%
03/27/2018,81.25,81.61,81.94,80.73,-1.52%
03/26/2018,82.5,81.99,82.77,81.74,1.23%
03/23/2018,81.5,80.44,82.3,80.44,2.66%
03/22/2018,79.39,80.1,80.62,79.28,-1.49%
03/21/2018,80.59,78.8,81,78.8,3.15%
03/20/2018,78.13,78.36,78.57,77.59,-0.67%
03/19/2018,78.66,78.65,79.08,77.79,-0.05%
03/16/2018,78.7,78.77,79.27,78.12,-0.14%
03/15/2018,78.81,79.45,79.59,78.67,-1.23%
03/14/2018,79.79,79.93,80.21,79.61,0.11%
03/13/2018,79.7,80,80.49,79.42,0.04%
3/12/2018,79.67,78.62,79.83,78.29,0.98%
3/9/2018,78.9,78.86,79.55,78.6,-0.09%
3/8/2018,78.97,78.75,79.12,77.86,0.23%
3/7/2018,78.79,80.56,80.83,78.6,-2.49%
3/6/2018,80.8,79.86,81.6,79.85,2.15%
3/5/2018,79.1,78.46,79.41,78.14,0.44%
3/2/2018,78.75,79.36,79.8,78.65,-0.23%
3/1/2018,78.93,77.73,79.12,76.8,0.84%
02/28/2018,78.27,78.93,79.37,78.27,-0.89%
02/27/2018,78.97,80.55,80.61,78.52,-2.83%
02/26/2018,81.27,81.17,81.54,80.78,0.92%
02/23/2018,80.53,79.86,80.73,79.52,0.64%
02/22/2018,80.02,80.67,81.35,79.97,-0.61%
02/21/2018,80.51,81.38,82.86,80.46,-0.40%
02/20/2018,80.83,82.23,82.57,80.76,-2.88%
02/16/2018,83.23,84.74,84.76,82.29,-2.63%
02/15/2018,85.48,85.63,85.94,83.74,-0.02%
02/14/2018,85.5,80.99,86.01,80.59,5.48%
02/13/2018,81.06,81.21,81.56,80.49,-0.02%
2/12/2018,81.08,78.83,81.64,78.81,3.48%
2/9/2018,78.35,79.79,79.84,76.39,-1.89%
2/8/2018,79.86,80.71,81.25,79.77,-0.84%
2/7/2018,80.54,81.48,82.78,80.4,-1.90%
2/6/2018,82.1,82.37,83.1,81.75,-1.17%
2/5/2018,83.07,83.84,84.94,82.44,-0.97%
2/2/2018,83.88,86.42,86.42,83.71,-4.25%
2/1/2018,87.6,86.95,88.34,86.6,-0.07%
01/31/2018,87.66,87.44,87.96,85.91,1.27%
01/30/2018,86.56,87.92,88.45,86.17,-1.04%
01/29/2018,87.47,89.91,89.91,87.45,-3.14%
01/26/2018,90.31,90.12,90.79,89.88,0.44%
01/25/2018,89.91,92.62,92.74,89.38,-2.36%
01/24/2018,92.08,90.49,92.94,90.49,2.41%
01/23/2018,89.91,87.78,90.06,86.94,1.81%
01/22/2018,88.31,88.22,88.61,87.47,0.39%
01/19/2018,87.97,88.21,88.42,87.84,0.46%
01/18/2018,87.57,89.07,89.5,87.41,-1.74%
01/17/2018,89.12,89.87,90.94,89,-1.27%
01/16/2018,90.27,89.25,90.37,88.96,1.30%
1/12/2018,89.11,87.8,89.11,87.28,2.38%
1/11/2018,87.04,86.3,87.25,86.28,1.13%
1/10/2018,86.07,85.72,86.71,85.63,1.32%
1/9/2018,84.95,85.54,85.55,84.57,-1.55%
1/8/2018,86.29,87.31,87.48,86,-1.26%
1/5/2018,87.39,87.5,87.75,86.98,-0.46%
1/4/2018,87.79,86.99,87.79,86.44,0.82%
1/3/2018,87.08,88.24,88.26,85.91,-1.20%
1/2/2018,88.14,86.21,88.17,86.21,3.37%
12/29/2017,85.27,85.96,86,84.64,-0.21%
12/28/2017,85.45,85.67,85.83,84.56,0.15%
12/27/2017,85.32,85.77,85.79,85.02,-0.39%
12/26/2017,85.65,84.29,85.96,84.22,1.95%
12/22/2017,84.01,83.45,84.13,83.21,0.76%
12/21/2017,83.38,82.86,83.78,82.52,0.45%
12/20/2017,83.01,82.06,83.21,81.7,1.77%
12/19/2017,81.57,81.4,81.94,81.07,-0.13%
12/18/2017,81.68,80.77,81.9,80.77,1.81%
12/15/2017,80.23,80.07,80.53,79.85,0.69%
12/14/2017,79.68,79.74,80.19,78.79,-0.26%
12/13/2017,79.89,76.93,80.37,76.93,3.89%
12/12/2017,76.9,76.85,76.99,76.45,-0.12%
12/11/2017,76.99,76.97,77.97,76.68,0.08%
12/8/2017,76.93,76.65,77.44,76.62,0.61%
12/7/2017,76.46,75.71,76.88,75.65,0.05%
12/6/2017,76.42,77.17,77.42,76.38,-1.41%
